ItemNum,Condition,Item,List
28,SCOMP,A LITTLE GIRL IS HOLDING A SNAIL,2
29,SCOMP,A MAN IS MOWING THE LAWN,2
30,SCOMP,A BOY IS SITTING IN A TREE,2
31,SCOMP,A WOMAN IS TALKING ON A CELL PHONE,2
32,SCOMP,A MAN IS THROWING AN AXE,2
33,SCOMP,A WOMAN IS CUTTING A MAN'S HAIR,2
34,SCOMP,A MAN IS SWEEPING THE STEPS,2
35,SCOMP,A LITTLE GIRL IS WALKING ON A TREADMILL,2
36,SCOMP,A WOMAN IS PUTTING ON LIPSTICK,2
37,SCOMP,TWO MEN ARE SHAVING THEIR HEADS,2
38,SCOMP,A GIRL IS SWINGING ON A SWING,2
39,SCOMP,A GROUP OF PEOPLE ARE DOING YOGA ON A BEACH,2
40,SCOMP,A WOMAN IS BLOWDRYING HER HAIR,2
41,SCOMP,A MAN IS BOWLING,2
42,SCOMP,A WOMAN IS EATING NOODLES,2
43,SCOMP,A YOUNG GIRL IS CLIMBING A FENCE,2
44,SCOMP,A WOMAN IS BLOWING ON A DANDELION,2
45,SCOMP,A BOY IS USING A MAGNIFYING GLASS TO LOOK AT A ROCK,2
46,SCOMP,A GROUP OF DOGS ARE PLAYING IN A POOL,2
47,SCOMP,A MAN IS PLAYING THE FLUTE,2
48,SCOMP,A MAN IS PAINTING A COLUMN,2
49,SCOMP,A MAN IS EATING AN ICE CREAM CONE,2
50,SCOMP,A YOUNG BOY IS PLAYING IN THE SAND,2
51,SCOMP,A PERSON IS SKIING DOWN A STEEP SLOPE,2
52,SCOMP,A MAN IS SURFING,2
53,SCOMP,A MAN IS JUMPING OFF A CLIFF INTO THE WATER,2
54,SCOMP,A BOY IS HOLDING UP A FISH HE CAUGHT,2
55,SCOMP,THREE GIRLS ARE PLAYING JUMP ROPE,2
56,SCOMP,TWO KIDS ARE SHOVELING SNOW,2
57,SCOMP,A WOMAN IS RIDING A HORSE,2
58,SCOMP,A MAN IS LOOKING THROUGH A MICROSCOPE,2
59,SCOMP,A MAN IS SITTING ON HIS SKATEBOARD,2
60,SCOMP,A WOMAN IS SEWING ON HER SEWING MACHINE,2
61,SCOMP,CHEFS ARE PREPARING FOOD IN A KITCHEN,2
62,SCOMP,A MAN IS ROCK CLIMBING,2
63,SCOMP,A WOMAN IS PUTTING ON A BOOT,2
64,SCOMP,A YOUNG BOY IS SLEEPING,2
1,WCOMP,PAINTBRUSH     SHOWER     POOL TABLE,2
2,WCOMP,BLOWDRYER     CUCUMBERS     SUITCASE     BROOM,2
3,WCOMP,CUCUMBER     GUITAR     BRUSH,2
4,WCOMP,SAXOPHONE     COUCH     JUMPROPE     LAWN,2
5,WCOMP,HAND     FRUIT     JUGGLING BALLS     RAILING,2
6,WCOMP,PUPPY     CHALKBOARD     AXE,2
7,WCOMP,PIANO     FRISBEE     STAIRS     APPLE,2
8,WCOMP,SHIRT     PUPPY     MURAL     LEAVES,2
9,WCOMP,HOLE     DEER     SWIMMING POOL,2
10,WCOMP,COCKTAIL     DOLL     ROLLERSKATES,2
11,WCOMP,EYE     SHOVEL,2
12,WCOMP,FENCE     SEWING MACHINE     SUITCASE,2
13,WCOMP,CASTLE     PAINTBRUSH     STRAWBERRY,2
14,WCOMP,DISHES     PLANT     VIOLIN     LEAVES,2
15,WCOMP,HAND     ROCK     TREADMILL     BROOM,2
16,WCOMP,TOOTHBRUSH     WATER BOTTLE     CAMERA,2
17,WCOMP,SIDEWALK     SHIRT     LADDER,2
18,WCOMP,CANOE     TOY TRAIN     DOG,2
19,WCOMP,LAWNMOWER     SPONGE,2
20,WCOMP,BOWL     PIPE     FLUTE,2
21,WCOMP,SHOE     BENCH     HORSE,2
22,WCOMP,NOODLE     MOUNTAIN     PLANT,2
23,WCOMP,BIRD     APPLE     SKATEBOARD,2
24,WCOMP,STAIRS     ICE CREAM,2
25,WCOMP,BIRD     RAZOR,2
26,WCOMP,HARP     MICROSCOPE,2
27,WCOMP,LIPSTICK     DOG     MURAL     HAIR,2
28,WCOMP,SKIS     GROCERY BAG     FLOWER,2
29,WCOMP,LAWNMOWER     CUCUMBERS,2
30,WCOMP,CRAYON     HURDLE     GROCERY BAG,2
31,WCOMP,WAVE     TRAIN     RAILING,2
32,WCOMP,HORSE     TELESCOPE     SHOPPING CART,2
33,WCOMP,WOOD     TOOTH     DANDELION,2
34,WCOMP,DOG     COLUMN     WOOD     HAIR,2
35,WCOMP,BROOM     HURDLE     BEACH     CELLPHONE,2
36,WCOMP,BOOT     PILLOW     TELESCOPE,2
37,WCOMP,BALL     TRAMPOLINE     PILLOW     VIOLIN,2
38,WCOMP,CHALK     BENCH     MICROSCOPE     CHICKEN,2
39,WCOMP,VIOLIN     IRON     NEWSPAPER     HAND,2
40,WCOMP,CHALK     STAIRS     FISH,2
41,WCOMP,SHOPPING CART     PIANO     CRAYON,2
42,WCOMP,FENCE     SKATEBOARD     HORSE     TRAMPOLINE,2
43,WCOMP,CLIFF     BIRD     SPONGE,2
44,WCOMP,SAND     BUBBLE     ACCORDION,2
45,WCOMP,SKATEBOARD     ROCK     STRAWBERRY,2
46,WCOMP,COUCH     BOWL     SWIMMING POOL     SWING SET,2
47,WCOMP,SWIMMING POOL     BABY     SIDEWALK,2
48,WCOMP,RAZOR     PLANT     HAIR,2
49,WCOMP,PIPE     CHALK     DISHRACK     HAIRBRUSH,2
50,WCOMP,SHOWER     MOUNTAIN     PILLOW,2
51,WCOMP,COLUMN     DOLLS,2
52,WCOMP,BUBBLE     ARM,2
53,WCOMP,SWIMMING POOL     TOOTHBRUSH     SNAIL     FENCE,2
54,WCOMP,SUITCASE     IRON     TRAMPOLINE,2
55,WCOMP,CELLPHONE     DEER     CUCUMBER,2
56,WCOMP,ROLLERSKATES     SHOVEL     CLIFF     WATER BOTTLE,2
57,WCOMP,ARM     DEER     BUBBLE,2
58,WCOMP,NOODLE     TOOTHBRUSH     BOOK     LAWN,2
59,WCOMP,SAXOPHONE     TOY TRAIN     HAIRBRUSH,2
60,WCOMP,CHAIR     COCKTAIL     DEER,2
61,WCOMP,TREADMILL     CHALK,2
62,WCOMP,HOLE     SCISSORS     NOODLE,2
63,WCOMP,FRUIT     BOWLING BALL,2
64,WCOMP,BOWLING BALL     TREE     LIPSTICK,2
1,ARTIC,KILCH    PHROOSE    WHALSE    THRARCE,1
2,ARTIC,DRAUTCH    BLOURSE    SHRAMN    RHONK,1
3,ARTIC,SHRUKE    STRESK    SNEGG    WRULT,1
4,ARTIC,SPREETH    SHRADGE    PHRAW    PLONCH,1
5,ARTIC,WHOOB    GLURE    SHRUTCH    SHREAL,1
6,ARTIC,FRUZZ    PHREEP    SHRY    SPLASS,1
7,ARTIC,TWACK    GWURP    TWONT    SPRATH,1
8,ARTIC,SMON    SPROE    PHLISH    SCROAT,1
9,ARTIC,TROLF    FLUINT    PLYBE    SPRUITE,1
10,ARTIC,PHLOOGE    SMU    GWOAM    TROOCH,1
11,ARTIC,GLETCH    SNOLF    SWIRR    SNEBE,1
12,ARTIC,PRAUCE    SKOURGE    ZORCH    DWOAL,1
13,ARTIC,SHRAIM    THUICE    SKISE    SNARSH,1
14,ARTIC,THROOGE    TWIRTH    PLARSH    GWECK,1
15,ARTIC,PHROAL    GLETT    BLEZ    SWEACH,1
16,ARTIC,THWUIP    WHULP    FROLVE    YERB,1
17,ARTIC,SPROTH    SCRIF    FLURP    BLAIT,1
18,ARTIC,PHLOUL    THRAB    TWARSE    TWAUN,1
19,ARTIC,PRAUGHT    GWAWK    SNEASH    PRUICE,1
20,ARTIC,SPREUTH    PHLAISE    SWIRGE    SHROD,1
21,ARTIC,PLIG    SWEF    BLEANT    DWOSS,1
22,ARTIC,PHRAN    SLASQUE    THWESS    SKOLE,1
23,ARTIC,SPLAUGE    SCRANK    PLEETH    DRYS,1
24,ARTIC,SLURCH    SNERTH    THWANGE    DRETE,1
25,ARTIC,THWOQUE    SMESH    PHLIEVE    THWEMP,1
26,ARTIC,THRELL    FRUNG    VESK    THWEE,1
27,ARTIC,GNANT    THOULE    PHRUICHE    SPLOAT,1
28,ARTIC,THOFF    SNITH    FROOP    PHIMP,1
29,ARTIC,SMISE    SPLEGG    SCROUN    GNOLT,1
30,ARTIC,SWULGE    FLOMP    SPLYNCH    SPREP,1
31,ARTIC,PHRYBE    SPRELM    SPLURE    PRULGE,1
32,ARTIC,SCRUITE    KNULF    YOOVE    THWOATHE,1
33,ARTIC,FRISP    SHRICK    PHLUICE    THWIN,1
34,ARTIC,BLOLT    SLOAL    SNEAF    TWORCE,1
35,ARTIC,SWOILE    PRESH    DWESH    SKABE,1
36,ARTIC,GNIRP    SPLOC    SCRINCH    SWELM,1
37,ARTIC,SPRASH    SPROAT    STREVE    BLAUB,1
38,ARTIC,BLUIN    STRALF    TWUM    THRULCH,1
39,ARTIC,GLERK    JUTH    RHALP    SHRIECE,1
40,ARTIC,JALP    THWOOVE    SPRUSP    SCRILE,1
41,ARTIC,ZOOTH    GLANC    PHLOURGE    PHLIDGE,1
42,ARTIC,GLISQUE    TROAR    SCREAGUE    GLOWSE,1
43,ARTIC,PLISC    SNULT    THUTCH    GWERF,1
44,ARTIC,SPLUNCH    SPLEAT    THERGE    DRELT,1
45,ARTIC,DROOCH    WRILK    SPLISK    TROME,1
46,ARTIC,DWURB    SMULT    ZOUTE    DREALT,1
47,ARTIC,SCRUSK    SPRIKE    FLARGE    TWUIFF,1
48,ARTIC,THRILT    PROIL    VODGE    SPLOOGE,1
49,ARTIC,SMEAGUE    FLEPE    BLIEN    THRUTT,1
50,ARTIC,PROAT    SMAWN    SQUARK    TWAG,1
51,ARTIC,PHLIN    STRIDGE    SKUS    DWIB,1
52,ARTIC,PLOGUE    SCROOT    KNARP    SWEUTH,1
53,ARTIC,PLOUTH    STRAUVE    YENGE    THWURCH,1
54,ARTIC,VILGE    SNALP    SNYLE    SHRAFF,1
55,ARTIC,BLORQUE    GHIMP    PHRAUCE    TRUME,1
56,ARTIC,GWEAGUE    DRUS    FLIMN    SHRUV,1
57,ARTIC,SPLYBE    RHUNGE    VIFF    SPLIEVE,1
58,ARTIC,SLOIN    DWALF    THRALC    FRALK,1
59,ARTIC,STRUTCH    SPRETE    SPREACE    SLEFF,1
60,ARTIC,KNOOSH    SPLIEGE    THAIF    THOZ,1
61,ARTIC,SLEZ    TWAUL    GWUG    PHRIEF,1
62,ARTIC,DWIKE    SKEAVE    SPLOME    TRALSE,1
63,ARTIC,BLORCE    STROFF    THREPE    THORGE,1
64,ARTIC,SWULB    SCROISE    SMIRTH    THISP,1
1,ARTIC,KILCH    PHROOSE    WHALSE    THRARCE,2
2,ARTIC,DRAUTCH    BLOURSE    SHRAMN    RHONK,2
3,ARTIC,SHRUKE    STRESK    SNEGG    WRULT,2
4,ARTIC,SPREETH    SHRADGE    PHRAW    PLONCH,2
5,ARTIC,WHOOB    GLURE    SHRUTCH    SHREAL,2
6,ARTIC,FRUZZ    PHREEP    SHRY    SPLASS,2
7,ARTIC,TWACK    GWURP    TWONT    SPRATH,2
8,ARTIC,SMON    SPROE    PHLISH    SCROAT,2
9,ARTIC,TROLF    FLUINT    PLYBE    SPRUITE,2
10,ARTIC,PHLOOGE    SMU    GWOAM    TROOCH,2
11,ARTIC,GLETCH    SNOLF    SWIRR    SNEBE,2
12,ARTIC,PRAUCE    SKOURGE    ZORCH    DWOAL,2
13,ARTIC,SHRAIM    THUICE    SKISE    SNARSH,2
14,ARTIC,THROOGE    TWIRTH    PLARSH    GWECK,2
15,ARTIC,PHROAL    GLETT    BLEZ    SWEACH,2
16,ARTIC,THWUIP    WHULP    FROLVE    YERB,2
17,ARTIC,SPROTH    SCRIF    FLURP    BLAIT,2
18,ARTIC,PHLOUL    THRAB    TWARSE    TWAUN,2
19,ARTIC,PRAUGHT    GWAWK    SNEASH    PRUICE,2
20,ARTIC,SPREUTH    PHLAISE    SWIRGE    SHROD,2
21,ARTIC,PLIG    SWEF    BLEANT    DWOSS,2
22,ARTIC,PHRAN    SLASQUE    THWESS    SKOLE,2
23,ARTIC,SPLAUGE    SCRANK    PLEETH    DRYS,2
24,ARTIC,SLURCH    SNERTH    THWANGE    DRETE,2
25,ARTIC,THWOQUE    SMESH    PHLIEVE    THWEMP,2
26,ARTIC,THRELL    FRUNG    VESK    THWEE,2
27,ARTIC,GNANT    THOULE    PHRUICHE    SPLOAT,2
28,ARTIC,THOFF    SNITH    FROOP    PHIMP,2
29,ARTIC,SMISE    SPLEGG    SCROUN    GNOLT,2
30,ARTIC,SWULGE    FLOMP    SPLYNCH    SPREP,2
31,ARTIC,PHRYBE    SPRELM    SPLURE    PRULGE,2
32,ARTIC,SCRUITE    KNULF    YOOVE    THWOATHE,2
33,ARTIC,FRISP    SHRICK    PHLUICE    THWIN,2
34,ARTIC,BLOLT    SLOAL    SNEAF    TWORCE,2
35,ARTIC,SWOILE    PRESH    DWESH    SKABE,2
36,ARTIC,GNIRP    SPLOC    SCRINCH    SWELM,2
37,ARTIC,SPRASH    SPROAT    STREVE    BLAUB,2
38,ARTIC,BLUIN    STRALF    TWUM    THRULCH,2
39,ARTIC,GLERK    JUTH    RHALP    SHRIECE,2
40,ARTIC,JALP    THWOOVE    SPRUSP    SCRILE,2
41,ARTIC,ZOOTH    GLANC    PHLOURGE    PHLIDGE,2
42,ARTIC,GLISQUE    TROAR    SCREAGUE    GLOWSE,2
43,ARTIC,PLISC    SNULT    THUTCH    GWERF,2
44,ARTIC,SPLUNCH    SPLEAT    THERGE    DRELT,2
45,ARTIC,DROOCH    WRILK    SPLISK    TROME,2
46,ARTIC,DWURB    SMULT    ZOUTE    DREALT,2
47,ARTIC,SCRUSK    SPRIKE    FLARGE    TWUIFF,2
48,ARTIC,THRILT    PROIL    VODGE    SPLOOGE,2
49,ARTIC,SMEAGUE    FLEPE    BLIEN    THRUTT,2
50,ARTIC,PROAT    SMAWN    SQUARK    TWAG,2
51,ARTIC,PHLIN    STRIDGE    SKUS    DWIB,2
52,ARTIC,PLOGUE    SCROOT    KNARP    SWEUTH,2
53,ARTIC,PLOUTH    STRAUVE    YENGE    THWURCH,2
54,ARTIC,VILGE    SNALP    SNYLE    SHRAFF,2
55,ARTIC,BLORQUE    GHIMP    PHRAUCE    TRUME,2
56,ARTIC,GWEAGUE    DRUS    FLIMN    SHRUV,2
57,ARTIC,SPLYBE    RHUNGE    VIFF    SPLIEVE,2
58,ARTIC,SLOIN    DWALF    THRALC    FRALK,2
59,ARTIC,STRUTCH    SPRETE    SPREACE    SLEFF,2
60,ARTIC,KNOOSH    SPLIEGE    THAIF    THOZ,2
61,ARTIC,SLEZ    TWAUL    GWUG    PHRIEF,2
62,ARTIC,DWIKE    SKEAVE    SPLOME    TRALSE,2
63,ARTIC,BLORCE    STROFF    THREPE    THORGE,2
64,ARTIC,SWULB    SCROISE    SMIRTH    THISP,2
